DEGs
TraesCS5A02G058400
TraesCS5A02G075900
TraesCS5A02G076100
TraesCS5A02G109900
TraesCS5A02G081400
TraesCS5A02G043200
TraesCS5A02G067300
TraesCS5A02G059900
TraesCS5A02G090500
TraesCS5A02G059200
TraesCS5A02G081400
TraesCS5A02G113700
TraesCS5A02G031800
TraesCS5A02G081400
TraesCS5A02G054500
TraesCS5A02G109000
TraesCS5A02G020800
TraesCS5A02G054500
TraesCS5A02G109000
TraesCS5A02G113700
TraesCS5A02G020800
TraesCS5A02G003800
TraesCS5A02G029800
TraesCS5A02G040600
TraesCS5A02G042700
TraesCS5A02G054200
TraesCS5A02G083300
TraesCS5A02G101700
TraesCS5A02G106500
TraesCS5A02G112200
TraesCS5A02G113000
TraesCS5A02G053100
TraesCS5A02G071100
TraesCS5A02G089100
TraesCS5A02G075400
TraesCS5A02G079500
TraesCS5A02G065300
TraesCS5A02G075400
TraesCS5A02G019600
TraesCS5A02G023900
TraesCS5A02G025900
TraesCS5A02G027400
TraesCS5A02G037200
TraesCS5A02G040600
TraesCS5A02G049800
TraesCS5A02G064900
TraesCS5A02G065600
TraesCS5A02G066300
TraesCS5A02G072400
TraesCS5A02G082000
TraesCS5A02G095000
TraesCS5A02G099600
TraesCS5A02G100600
TraesCS5A02G107200
TraesCS5A02G107800
TraesCS5A02G097300
TraesCS5A02G095000
TraesCS5A02G079000
TraesCS5A02G019600
TraesCS5A02G022000
TraesCS5A02G038000
TraesCS5A02G095000
TraesCS5A02G054100
TraesCS5A02G022100
TraesCS5A02G022000
TraesCS5A02G022000
TraesCS5A02G079100
TraesCS5A02G007800
TraesCS5A02G020700
TraesCS5A02G043300
TraesCS5A02G043400
TraesCS5A02G057500
TraesCS5A02G058600
TraesCS5A02G059100
TraesCS5A02G080300
TraesCS5A02G085000
TraesCS5A02G088300
TraesCS5A02G102800
TraesCS5A02G104900
TraesCS5A02G109100
TraesCS5A02G115300
TraesCS5A02G071900
TraesCS5A02G032500
TraesCS5A02G053100
TraesCS5A02G073600
TraesCS5A02G086700
TraesCS5A02G088400
TraesCS5A02G073600
TraesCS5A02G089100
TraesCS5A02G032500
TraesCS5A02G079400
TraesCS5A02G079500
TraesCS5A02G079600
TraesCS5A02G114000
TraesCS5A02G053100
TraesCS5A02G073600
TraesCS5A02G081400
TraesCS5A02G095000
TraesCS5A02G115400
TraesCS5A02G089100
TraesCS5A02G073600
TraesCS5A02G081400
TraesCS5A02G096000
TraesCS5A02G115400
TraesCS5A02G030000
TraesCS5A02G037100
TraesCS5A02G002600
TraesCS5A02G041500
TraesCS5A02G046100
TraesCS5A02G046900
TraesCS5A02G048900
TraesCS5A02G063900
TraesCS5A02G074900
TraesCS5A02G079100
TraesCS5A02G083100
TraesCS5A02G107800
TraesCS1A02G103900
TraesCS5A02G026300
TraesCS5A02G037100
TraesCS5A02G058600
TraesCS5A02G058700
TraesCS5A02G097200
TraesCS5A02G037100
TraesCS5A02G038300
TraesCS5A02G056700
TraesCS5A02G058600
TraesCS5A02G058700
TraesCS5A02G091800
TraesCS5A02G092400
TraesCS5A02G098900
TraesCS5A02G100500
TraesCS5A02G103800
TraesCS5A02G098900
TraesCS5A02G070700
TraesCS5A02G002600
TraesCS5A02G054800
TraesCS5A02G067500
TraesCS5A02G103800
TraesCS5A02G058700
TraesCS5A02G004200
TraesCS5A02G004300
TraesCS5A02G006100
TraesCS5A02G014400
TraesCS5A02G014500
TraesCS5A02G015000
TraesCS5A02G018000
TraesCS5A02G018800
TraesCS5A02G019000
TraesCS5A02G019100
TraesCS5A02G022200
TraesCS5A02G024900
TraesCS5A02G041500
TraesCS5A02G047300
TraesCS5A02G048900
TraesCS5A02G054400
TraesCS5A02G058600
TraesCS5A02G058700
TraesCS5A02G068700
TraesCS5A02G078000
TraesCS5A02G079100
TraesCS5A02G083100
TraesCS5A02G089200
TraesCS5A02G089300
TraesCS5A02G090500
TraesCS5A02G090800
TraesCS5A02G100600
TraesCS5A02G101900
TraesCS5A02G108000
TraesCS5A02G109000
TraesCS5A02G115100
TraesCS5A02G015600
TraesCS5A02G071200
TraesCS5A02G074900
TraesCS5A02G100000
TraesCS5A02G074800
TraesCS5A02G076600
TraesCS1A02G103900
TraesCS5A02G038800
TraesCS5A02G063800
TraesCS5A02G079000
TraesCS5A02G089300
TraesCS5A02G097800
TraesCS5A02G106900
TraesCS5A02G112200
TraesCS5A02G074500
TraesCS5A02G009700
TraesCS5A02G009800
TraesCS5A02G011000
TraesCS5A02G093100
TraesCS5A02G098200
TraesCS5A02G106200
TraesCS5A02G015200
TraesCS1A02G150300
TraesCS3A02G495200
TraesCS5A02G000900
TraesCS5A02G027700
TraesCS5A02G045300
TraesCS5A02G053500
TraesCS5A02G053900
TraesCS5A02G054700
TraesCS5A02G059100
TraesCS5A02G060900
TraesCS5A02G061000
TraesCS5A02G062900
TraesCS5A02G063400
TraesCS5A02G073200
TraesCS5A02G076300
TraesCS5A02G081800
TraesCS5A02G083200
TraesCS5A02G084100
TraesCS5A02G085100
TraesCS5A02G090000
TraesCS5A02G090200
TraesCS5A02G092000
TraesCS5A02G097700
TraesCS5A02G098300
TraesCS5A02G098900
TraesCS5A02G100500
TraesCS5A02G103400
TraesCS5A02G104900
TraesCS5A02G105400
TraesCS5A02G106000
TraesCS5A02G106500
TraesCS5A02G108400
TraesCS5A02G110400
TraesCS5A02G110600
TraesCS5A02G113000
TraesCS7A02G562900
TraesCS7B02G348900
TraesCS5A02G065800
TraesCS5A02G071600
TraesCS5A02G087300
TraesCS5A02G041400
TraesCS5A02G037300
TraesCS5A02G008500
TraesCS5A02G011000
TraesCS5A02G012500
TraesCS5A02G019700
TraesCS5A02G027100
TraesCS5A02G029600
TraesCS5A02G033600
TraesCS5A02G038800
TraesCS5A02G058100
TraesCS5A02G058500
TraesCS5A02G067800
TraesCS5A02G068100
TraesCS5A02G069200
TraesCS5A02G071400
TraesCS5A02G073200
TraesCS5A02G076300
TraesCS5A02G077600
TraesCS5A02G098200
TraesCS5A02G103900
TraesCS5A02G106400
TraesCS5A02G111400
TraesCS5A02G112000
TraesCS5A02G065800
TraesCS5A02G030400
TraesCS5A02G072700
TraesCS5A02G087200
TraesCS5A02G109600
TraesCS5A02G041500
TraesCS5A02G051900
TraesCS5A02G098300
TraesCS5A02G105100
TraesCS5A02G031100
TraesCS5A02G067200
TraesCS5A02G071200
TraesCS5A02G084700
TraesCS5A02G106100
TraesCS5A02G108000
TraesCS5A02G110300
TraesCS5A02G071200
TraesCS5A02G026300
TraesCS5A02G099600
TraesCS3A02G495200
TraesCS5A02G045200
TraesCS5A02G048500
TraesCS5A02G064900
TraesCS5A02G066300
TraesCS5A02G077400
TraesCS5A02G087200
TraesCS5A02G087300
TraesCS5A02G100600
TraesCS5A02G107200
TraesCS5A02G107800
TraesCS5A02G108400
TraesCS5A02G097300
TraesCS5A02G008000
TraesCS5A02G008100
TraesCS5A02G008300
TraesCS5A02G008500
TraesCS5A02G023100
TraesCS5A02G030500
TraesCS5A02G037200
TraesCS5A02G045300
TraesCS5A02G047000
TraesCS5A02G065600
TraesCS5A02G072600
TraesCS5A02G083300
TraesCS5A02G086100
TraesCS5A02G098200
TraesCS5A02G099900
TraesCS5A02G100100
TraesCS5A02G101900
TraesCS5A02G105700
TraesCS5A02G106000
TraesCS5A02G106200
TraesCS5A02G108400
TraesCS5A02G115000
TraesCS5A02G120600
TraesCS5A02G049300
TraesCS5A02G019800
TraesCS5A02G048800
TraesCS5A02G088900
TraesCS5A02G046600
TraesCS5A02G079500
TraesCS5A02G015100
TraesCS5A02G025200
TraesCS5A02G027100
TraesCS5A02G046100
TraesCS5A02G048300
TraesCS5A02G059800
TraesCS5A02G060900
TraesCS5A02G063400
TraesCS5A02G072900
TraesCS5A02G079800
TraesCS5A02G082300
TraesCS5A02G097700
TraesCS5A02G099600
TraesCS5A02G101600
TraesCS5A02G107600
TraesCS5A02G108700
TraesCS5A02G109900
TraesCS5A02G040600
TraesCS5A02G066300
TraesCS5A02G071100
TraesCS1A02G103500
TraesCS1A02G103600
TraesCS5A02G086400
TraesCS5A02G109500
TraesCS5A02G014400
TraesCS5A02G014500
TraesCS5A02G030800
TraesCS5A02G036200
TraesCS5A02G072700
TraesCS5A02G092600
TraesCS5A02G095900
TraesCS5A02G105900
TraesCS5A02G108000
TraesCS5A02G109000
TraesCS5A02G110300
TraesCS5A02G046100
TraesCS5A02G107800
TraesCS5A02G002700
TraesCS5A02G085700
TraesCS5A02G015900
TraesCS5A02G054100
TraesCS5A02G109900
TraesCS5A02G054100
TraesCS5A02G015900
TraesCS5A02G054100
TraesCS5A02G078400
TraesCS5A02G079800
TraesCS5A02G087400
TraesCS5A02G109900
TraesCS5A02G111000
TraesCS5A02G046900
TraesCS5A02G006200
TraesCS5A02G041400
TraesCS5A02G054100
TraesCS5A02G079800
TraesCS5A02G091200
TraesCS5A02G006200
TraesCS5A02G010000
TraesCS5A02G015900
TraesCS5A02G026000
TraesCS5A02G054100
TraesCS5A02G060800
TraesCS5A02G033600
TraesCS5A02G027700
TraesCS5A02G037300
TraesCS5A02G054000
TraesCS5A02G058400
TraesCS5A02G091800
TraesCS5A02G058600
TraesCS5A02G058700
TraesCS5A02G063900
TraesCS5A02G093000
TraesCS5A02G109400
TraesCS5A02G006100
TraesCS5A02G030300
TraesCS5A02G033500
TraesCS5A02G026300
TraesCS5A02G030800
TraesCS5A02G085300
TraesCS5A02G094000
TraesCS5A02G033600
TraesCS5A02G059900
TraesCS5A02G110600
TraesCS1A02G101000
TraesCS5A02G032500
TraesCS5A02G036600
TraesCS5A02G067300
TraesCS5A02G092900
TraesCS5A02G094000
TraesCS5A02G109900
TraesCS1A02G101000
TraesCS5A02G030500
TraesCS5A02G032500
TraesCS5A02G036600
TraesCS5A02G067300
TraesCS5A02G075900
TraesCS5A02G076100
TraesCS5A02G092900
TraesCS5A02G059900
TraesCS5A02G013400
TraesCS5A02G014900
TraesCS5A02G032500
TraesCS5A02G081400
TraesCS5A02G090500
TraesCS5A02G097200
TraesCS5A02G059900
TraesCS5A02G036600
TraesCS5A02G025500
TraesCS5A02G032500
TraesCS5A02G036600
TraesCS5A02G067300
TraesCS5A02G092900
TraesCS5A02G114600
TraesCS5A02G059900
TraesCS1A02G103900
TraesCS5A02G026300
TraesCS5A02G038100
TraesCS5A02G058700
TraesCS5A02G032500
TraesCS5A02G067300
TraesCS5A02G092900
TraesCS5A02G054700
TraesCS5A02G086100
TraesCS5A02G025500
TraesCS5A02G101800
TraesCS5A02G098900
TraesCS5A02G020800
TraesCS5A02G072000
TraesCS5A02G108500
TraesCS5A02G020800
