family,entry,genotype,plot,tube,DPA,FW,DW,GW,GL
6.1,7-1201-10-36-2-04,Opata,274,114,4,0.0648,0.0133,2.5954,3.1368
6.1,7-1201-10-36-2-04,Opata,274,115,4,0.0381,0.0081,2.3862,2.7198
6.1,7-1201-10-36-2-04,Opata,274,116,4,0.0348,0.0079,2.1341,2.6252
6.1,7-1201-10-36-2-04,Opata,274,117,4,0.0343,0.0073,2.1643,2.5735
6.1,7-1201-10-36-2-04,Opata,274,118,4,0.0399,0.0088,2.1588,2.5069
6.1,7-1201-10-36-2-04,Opata,274,119,4,0.0244,0.006,2.0023,2.6236
6.1,7-1201-10-36-2-04,Opata,274,120,4,0.0376,0.0091,2.3232,2.6109
6.2,7-1201-10-36-2-10,W7984,135,161,4,0.0793,0.0162,2.8319,3.6001
6.2,7-1201-10-36-2-10,W7984,135,162,4,0.0776,0.0174,2.8067,3.5356
6.2,7-1201-10-36-2-10,W7984,135,163,4,0.0893,0.0187,2.8845,3.761
6.2,7-1201-10-36-2-10,W7984,135,164,4,0.0905,0.0191,2.9431,3.7909
6.2,7-1201-10-36-2-10,W7984,135,165,4,0.0957,0.0197,2.9398,4.0524
6.2,7-1201-10-36-2-10,W7984,135,166,4,0.0619,0.0127,2.6117,3.0382
6.2,7-1201-10-36-2-10,W7984,135,167,4,0.0768,0.0166,2.748,3.625
6.2,7-1201-10-36-2-10,W7984,135,168,4,0.0597,0.012,2.6476,3.1207
6.2,7-1201-10-36-2-10,W7984,135,169,4,0.0487,0.0103,2.3254,2.8389
6.2,7-1201-10-36-2-10,W7984,135,170,4,0.0759,0.0157,2.6833,3.6411
6.2,7-1201-10-36-2-10,W7984,165,171,4,0.0584,0.012,2.5264,3.1132
6.2,7-1201-10-36-2-10,W7984,165,172,4,0.0411,0.0083,2.1846,2.8231
6.2,7-1201-10-36-2-10,W7984,165,173,4,0.0604,0.0109,2.6808,3.1117
6.2,7-1201-10-36-2-10,W7984,165,174,4,0.0786,0.0166,2.7648,3.575
6.2,7-1201-10-36-2-10,W7984,165,175,4,0.0659,0.0143,2.7183,3.2591
6.2,7-1201-10-36-2-10,W7984,165,176,4,0.0704,0.0144,2.6916,3.5871
6.2,7-1201-10-36-2-10,W7984,165,177,4,0.0757,0.0159,2.7924,3.5472
6.2,7-1201-10-36-2-10,W7984,165,178,4,0.0541,0.0115,2.4523,3.0107
6.2,7-1201-10-36-2-10,W7984,165,179,4,0.0436,0.0094,2.2903,2.8068
6.2,7-1201-10-36-2-10,W7984,165,180,4,0.0606,0.0129,2.497,3.133
6.2,7-1201-10-36-2-25,Opata,122,181,4,0.1185,0.0235,3.2446,4.1987
6.2,7-1201-10-36-2-25,Opata,122,182,4,0.0766,0.016,2.8515,3.4058
6.2,7-1201-10-36-2-25,Opata,122,183,4,0.0578,0.0114,2.5911,3.0285
6.2,7-1201-10-36-2-25,Opata,122,184,4,0.1028,0.0211,2.7605,3.519
6.2,7-1201-10-36-2-25,Opata,122,185,4,0.0875,0.0171,2.9408,3.6651
6.2,7-1201-10-36-2-25,Opata,122,186,4,0.0765,0.0151,3.0989,4.0903
6.2,7-1201-10-36-2-25,Opata,122,187,4,0.0803,0.0162,2.9261,3.3971
6.2,7-1201-10-36-2-25,Opata,122,188,4,0.0881,0.0176,2.868,3.7297
6.2,7-1201-10-36-2-25,Opata,122,189,4,0.0423,0.0087,2.3566,2.561
6.2,7-1201-10-36-2-25,Opata,122,190,4,0.0382,0.008,2.2913,2.6292
6.2,7-1201-10-36-2-25,Opata,169,191,4,0.0888,0.0181,3.0155,3.6554
6.2,7-1201-10-36-2-25,Opata,169,192,4,0.0935,0.0195,3.1028,3.8619
6.2,7-1201-10-36-2-25,Opata,169,193,4,0.0548,0.0114,2.6098,2.9959
6.2,7-1201-10-36-2-25,Opata,169,194,4,0.0796,0.0163,2.9229,3.5441
6.2,7-1201-10-36-2-25,Opata,169,195,4,0.0514,0.0118,2.4062,2.9883
6.2,7-1201-10-36-2-25,Opata,169,196,4,0.0868,0.0177,2.9495,3.6644
6.2,7-1201-10-36-2-25,Opata,169,197,4,0.0549,0.0114,2.6136,2.8516
6.2,7-1201-10-36-2-25,Opata,169,198,4,0.0626,0.0127,2.6576,3.2268
6.2,7-1201-10-36-2-25,Opata,169,199,4,0.573,0.0121,2.6231,2.9834
6.2,7-1201-10-36-2-25,Opata,169,200,4,0.712,0.015,2.6511,3.5446
12,7-1201-10-45-2-23,W7984,64,201,4,0.0424,0.0086,2.2856,2.7554
12,7-1201-10-45-2-23,W7984,64,202,4,0.0406,0.0095,2.3719,2.7404
12,7-1201-10-45-2-23,W7984,64,203,4,0.0472,0.0095,2.2889,2.8456
12,7-1201-10-45-2-23,W7984,64,204,4,0.0574,0.012,2.4814,3.3141
12,7-1201-10-45-2-23,W7984,64,205,4,0.0292,0.0062,2.1559,2.5682
12,7-1201-10-45-2-23,W7984,64,206,4,0.0618,0.0127,2.6026,3.2684
12,7-1201-10-45-2-23,W7984,64,207,4,0.0508,0.0102,2.4869,3.0877
12,7-1201-10-45-2-23,W7984,64,208,4,0.0556,0.012,2.474,2.8587
12,7-1201-10-45-2-23,W7984,64,209,4,0.0479,0.0098,2.3901,2.9837
12,7-1201-10-45-2-23,W7984,64,210,4,0.053,0.0108,2.6004,2.9527
12,7-1201-10-45-2-23,W7984,244,211,4,0.0494,0.011,2.3213,2.9461
12,7-1201-10-45-2-23,W7984,244,212,4,0.0671,0.0132,2.572,3.5792
12,7-1201-10-45-2-23,W7984,244,213,4,0.0747,0.0156,2.7158,3.8134
12,7-1201-10-45-2-23,W7984,244,214,4,0.0818,0.0166,2.8465,3.9605
12,7-1201-10-45-2-23,W7984,244,215,4,0.0768,0.0153,2.8558,3.8249
12,7-1201-10-45-2-23,W7984,244,216,4,0.0802,0.0167,2.6656,4.1916
12,7-1201-10-45-2-23,W7984,244,217,4,0.0575,0.0116,2.4691,3.3036
12,7-1201-10-45-2-23,W7984,244,218,4,0.0752,0.0166,2.6673,3.7862
12,7-1201-10-45-2-23,W7984,244,219,4,0.0639,0.0134,2.5302,3.5412
12,7-1201-10-45-2-23,W7984,244,220,4,0.0535,0.0112,2.4002,3.0586
12,7-1201-10-45-2-61,Opata,4,221,4,0.0557,0.0106,2.6239,3.319
12,7-1201-10-45-2-61,Opata,4,222,4,0.041,0.0082,2.3539,3.0972
12,7-1201-10-45-2-61,Opata,4,223,4,0.0747,0.0145,2.9472,3.7497
12,7-1201-10-45-2-61,Opata,4,224,4,0.0345,0.0068,2.2536,2.8548
12,7-1201-10-45-2-61,Opata,4,225,4,0.048,0.0089,2.515,3.0289
12,7-1201-10-45-2-61,Opata,4,226,4,0.05,0.0096,2.5256,3.0241
12,7-1201-10-45-2-61,Opata,4,227,4,0.0657,0.0133,2.7216,3.453
12,7-1201-10-45-2-61,Opata,4,228,4,0.0603,0.0121,2.579,3.3526
12,7-1201-10-45-2-61,Opata,4,229,4,0.0609,0.0122,2.6531,3.2258
12,7-1201-10-45-2-61,Opata,4,230,4,0.0652,0.0132,2.7155,3.4468
12,7-1201-10-45-2-61,Opata,243,231,4,0.0868,0.0177,2.6945,4.0936
12,7-1201-10-45-2-61,Opata,243,232,4,0.0799,0.0158,2.7812,3.9832
12,7-1201-10-45-2-61,Opata,243,233,4,0.0916,0.0194,2.8722,4.013
12,7-1201-10-45-2-61,Opata,243,234,4,0.0797,0.0149,2.8931,3.7684
12,7-1201-10-45-2-61,Opata,243,235,4,0.0546,0.0115,2.6516,3.1332
12,7-1201-10-45-2-61,Opata,243,236,4,0.0902,0.0186,2.9634,3.9977
12,7-1201-10-45-2-61,Opata,243,237,4,0.0538,0.0108,2.4493,2.9604
12,7-1201-10-45-2-61,Opata,243,238,4,0.0799,0.0176,2.8127,3.7538
12,7-1201-10-45-2-61,Opata,243,239,4,0.0871,0.0137,2.7299,3.3971
12,7-1201-10-45-2-61,Opata,243,240,4,,,,
31,7-956-2-19-1-44,W7984,43,1,10,0.2195,0.0551,2.8099,6.4348
31,7-956-2-19-1-44,W7984,43,2,10,0.2446,0.0578,2.9579,6.6464
31,7-956-2-19-1-44,W7984,43,3,10,0.2693,0.0681,3.1615,6.6271
31,7-956-2-19-1-44,W7984,43,4,10,0.2152,0.0557,2.843,6.3811
31,7-956-2-19-1-44,W7984,43,5,10,0.2332,0.0598,3.1183,6.4133
31,7-956-2-19-1-44,W7984,43,6,10,0.2513,0.064,3.0397,6.5714
31,7-956-2-19-1-44,W7984,43,7,10,0.2776,0.0721,3.283,6.8313
31,7-956-2-19-1-44,W7984,43,8,10,0.2088,0.0521,2.9845,6.3456
31,7-956-2-19-1-44,W7984,43,9,10,0.2706,0.0705,3.0247,6.9415
31,7-956-2-19-1-44,W7984,43,10,10,0.2161,0.0519,2.8689,6.3764
31,7-956-2-19-1-44,W7984,184,11,10,0.221,0.0525,2.9809,6.4712
31,7-956-2-19-1-44,W7984,184,12,10,0.2625,0.0696,3.0425,6.6823
31,7-956-2-19-1-44,W7984,184,13,10,0.2292,0.0572,3.1128,6.456
31,7-956-2-19-1-44,W7984,184,14,10,0.2416,0.0626,2.9958,6.5845
31,7-956-2-19-1-44,W7984,184,15,10,0.2264,0.0571,2.8693,6.4508
31,7-956-2-19-1-44,W7984,184,16,10,0.2434,0.0649,2.9348,6.6277
31,7-956-2-19-1-44,W7984,184,17,10,0.2519,0.0672,2.989,6.7025
31,7-956-2-19-1-44,W7984,184,18,10,0.2637,0.0678,3.1238,6.6753
31,7-956-2-19-1-44,W7984,184,19,10,0.2448,0.0655,2.9925,6.6756
31,7-956-2-19-1-44,W7984,184,20,10,0.2239,0.0563,3.1039,6.429
31,7-956-2-19-1-54,Opata,49,21,10,0.3266,0.0817,3.3606,7.0932
31,7-956-2-19-1-54,Opata,49,22,10,0.2408,0.0607,3.0284,6.6239
31,7-956-2-19-1-54,Opata,49,23,10,0.2866,0.066,3.425,6.8727
31,7-956-2-19-1-54,Opata,49,24,10,0.3103,0.0751,3.2625,7.1116
31,7-956-2-19-1-54,Opata,49,25,10,0.2673,0.0598,3.2436,6.6642
31,7-956-2-19-1-54,Opata,49,26,10,0.2231,0.0543,2.8865,6.4816
31,7-956-2-19-1-54,Opata,49,27,10,0.2016,0.0493,2.8377,6.2651
31,7-956-2-19-1-54,Opata,49,28,10,0.2718,0.0685,3.0809,7.0872
31,7-956-2-19-1-54,Opata,49,29,10,0.2704,0.0655,3.1156,6.898
31,7-956-2-19-1-54,Opata,49,30,10,0.2507,0.0621,3.2458,6.5492
31,7-956-2-19-1-54,Opata,251,31,10,0.3043,0.0787,3.3178,7.0792
31,7-956-2-19-1-54,Opata,251,32,10,0.3231,0.0775,3.4702,7.2738
31,7-956-2-19-1-54,Opata,251,33,10,0.3752,0.0932,3.7815,7.634
31,7-956-2-19-1-54,Opata,251,34,10,0.2996,0.0758,3.2939,7.2136
31,7-956-2-19-1-54,Opata,251,35,10,0.2774,0.0719,3.1924,6.9635
31,7-956-2-19-1-54,Opata,251,36,10,0.3113,0.076,3.2445,7.0932
31,7-956-2-19-1-54,Opata,251,37,10,0.3051,0.0763,3.3321,7.0806
31,7-956-2-19-1-54,Opata,251,38,10,0.2684,0.0646,3.2562,6.71
31,7-956-2-19-1-54,Opata,251,39,10,0.2766,0.067,3.1362,6.9792
31,7-956-2-19-1-54,Opata,251,40,10,0.3053,0.0732,3.1713,7.3277
32,7-956-2-50-1-50,W7984,97,41,10,0.2354,0.0569,2.9601,6.5964
32,7-956-2-50-1-50,W7984,97,42,10,0.2312,0.0549,3.0421,6.5624
32,7-956-2-50-1-50,W7984,97,43,10,0.2119,0.0514,2.9452,6.3622
32,7-956-2-50-1-50,W7984,97,44,10,0.2127,0.048,2.8133,6.6002
32,7-956-2-50-1-50,W7984,97,45,10,0.2262,0.0537,2.922,6.531
32,7-956-2-50-1-50,W7984,97,46,10,0.2609,0.0635,3.2284,6.6168
32,7-956-2-50-1-50,W7984,97,47,10,0.2282,0.0549,2.8788,6.5528
32,7-956-2-50-1-50,W7984,97,48,10,0.2721,0.0673,3.1556,6.8611
32,7-956-2-50-1-50,W7984,97,49,10,0.2441,0.063,2.9315,6.6544
32,7-956-2-50-1-50,W7984,97,50,10,0.2499,0.0638,2.9854,6.9416
32,7-956-2-50-1-50,W7984,202,51,10,0.2335,0.0608,2.9335,6.8311
32,7-956-2-50-1-50,W7984,202,52,10,0.2498,0.0661,3.0085,6.7149
32,7-956-2-50-1-50,W7984,202,53,10,0.2463,0.0621,3.1466,6.6605
32,7-956-2-50-1-50,W7984,202,54,10,0.2449,0.0629,3.0036,6.617
32,7-956-2-50-1-50,W7984,202,55,10,0.2762,0.0684,3.222,6.9343
32,7-956-2-50-1-50,W7984,202,56,10,0.1837,0.0452,2.5937,6.1632
32,7-956-2-50-1-50,W7984,202,57,10,0.2437,0.0621,3.0059,6.7721
32,7-956-2-50-1-50,W7984,202,58,10,0.1969,0.0486,2.7839,6.3002
32,7-956-2-50-1-50,W7984,202,59,10,0.2395,0.0581,3.0665,6.6755
32,7-956-2-50-1-50,W7984,202,60,10,0.2322,0.0581,2.9789,6.5853
32,7-956-2-50-1-01,Opata,107,61,10,0.2687,0.0599,3.216,6.5887
32,7-956-2-50-1-01,Opata,107,62,10,0.2871,0.0643,3.3989,6.73
32,7-956-2-50-1-01,Opata,107,63,10,0.2672,0.0587,3.3232,6.7062
32,7-956-2-50-1-01,Opata,107,64,10,0.2535,0.0581,3.1105,6.4935
32,7-956-2-50-1-01,Opata,107,65,10,0.1701,0.0366,2.9012,5.8243
32,7-956-2-50-1-01,Opata,107,66,10,0.2171,0.0476,3.0065,6.1479
32,7-956-2-50-1-01,Opata,107,67,10,0.2916,0.0703,3.3921,6.6973
32,7-956-2-50-1-01,Opata,107,68,10,0.2563,0.0575,3.0414,6.5795
32,7-956-2-50-1-01,Opata,107,69,10,0.3249,0.0763,3.4458,7.0298
32,7-956-2-50-1-01,Opata,107,70,10,0.1994,0.0425,3.1786,6.2082
32,7-956-2-50-1-01,Opata,147,71,10,0.3157,0.0882,3.316,7.023
32,7-956-2-50-1-01,Opata,147,72,10,0.283,0.0665,3.2539,6.7592
32,7-956-2-50-1-01,Opata,147,73,10,0.2733,0.0663,3.1795,6.8129
32,7-956-2-50-1-01,Opata,147,74,10,0.2331,0.0554,3.0147,6.4423
32,7-956-2-50-1-01,Opata,147,75,10,0.246,0.0592,3.0345,6.5279
32,7-956-2-50-1-01,Opata,147,76,10,0.2878,0.0681,3.242,6.8254
32,7-956-2-50-1-01,Opata,147,77,10,0.2391,0.0558,2.9836,6.6011
32,7-956-2-50-1-01,Opata,147,78,10,0.2679,0.0646,3.1031,6.7458
32,7-956-2-50-1-01,Opata,147,79,10,0.2888,0.0711,3.2414,6.9111
32,7-956-2-50-1-01,Opata,147,80,10,0.3471,0.0865,3.5115,7.2653
6.1,7-1201-10-36-2-18,W7984,57,81,10,0.2433,0.0606,3.3464,6.5346
6.1,7-1201-10-36-2-18,W7984,57,82,10,0.2543,0.0582,3.3995,6.7622
6.1,7-1201-10-36-2-18,W7984,57,83,10,0.2359,0.0551,3.3275,6.4245
6.1,7-1201-10-36-2-18,W7984,57,84,10,0.2267,0.0508,3.0248,6.5977
6.1,7-1201-10-36-2-18,W7984,57,85,10,0.2078,0.0475,3.0914,6.1703
6.1,7-1201-10-36-2-18,W7984,57,86,10,0.2845,0.0708,3.4878,6.6931
6.1,7-1201-10-36-2-18,W7984,57,87,10,0.2269,0.0535,2.9181,6.4141
6.1,7-1201-10-36-2-18,W7984,57,88,10,0.2009,0.051,3.0569,6.2022
6.1,7-1201-10-36-2-18,W7984,57,89,10,0.2353,0.0545,3.1556,6.4731
6.1,7-1201-10-36-2-18,W7984,57,90,10,0.2007,0.0486,2.8042,6.4194
6.1,7-1201-10-36-2-18,W7984,260,91,10,0.2718,0.0686,3.1872,6.9042
6.1,7-1201-10-36-2-18,W7984,260,92,10,0.2128,0.047,2.901,6.5517
6.1,7-1201-10-36-2-18,W7984,260,93,10,0.2455,0.0599,3.1174,6.8135
6.1,7-1201-10-36-2-18,W7984,260,94,10,0.2148,0.0497,2.9602,6.4832
6.1,7-1201-10-36-2-18,W7984,260,95,10,0.2356,0.0558,3.2076,6.7261
6.1,7-1201-10-36-2-18,W7984,260,96,10,0.2335,0.0608,3.0554,6.6434
6.1,7-1201-10-36-2-18,W7984,260,97,10,0.2297,0.06,3.0487,6.8737
6.1,7-1201-10-36-2-18,W7984,260,98,10,0.1746,0.0417,3.3021,5.9603
6.1,7-1201-10-36-2-18,W7984,260,99,10,0.2325,0.0615,3.1559,6.7654
6.1,7-1201-10-36-2-18,W7984,260,100,10,0.2548,0.0635,3.1297,6.9645
6.1,7-1201-10-36-2-04,Opata,26,101,10,0.3178,0.0783,3.2147,7.3092
6.1,7-1201-10-36-2-04,Opata,26,102,10,0.2916,0.0756,3.0396,7.1602
6.1,7-1201-10-36-2-04,Opata,26,103,10,0.3026,0.0762,3.2135,7.1261
6.1,7-1201-10-36-2-04,Opata,26,104,10,0.2696,0.0648,3.0544,6.9473
6.1,7-1201-10-36-2-04,Opata,26,105,10,0.2886,0.0706,3.165,7.0436
6.1,7-1201-10-36-2-04,Opata,26,106,10,0.2423,0.0593,2.7749,6.8746
6.1,7-1201-10-36-2-04,Opata,26,107,10,0.2182,0.0522,2.8275,6.3679
6.1,7-1201-10-36-2-04,Opata,26,108,10,0.2979,0.0763,3.1877,6.9595
6.1,7-1201-10-36-2-04,Opata,26,109,10,0.2714,0.069,3.0052,7.1075
