SynOpHIF,Entry,Year,Location,Rep,chr5AS_consensus,KASP_341510829,TGW,GL,GW,SPS,HD,GFD,HT
7-1201-4,7-1201-4-29-1-16,2020,Helfer,E,absent,W7984,30.8759735,6.69975,3.2177,11.3,173,31,66
7-1201-4,7-1201-4-29-1-23,2020,Helfer,E,absent,W7984,29.24028571,6.6521,3.15475,10.5,174,28,58
7-1201-4,7-1201-4-29-1-27,2020,Helfer,E,absent,W7984,30.17639596,6.58595,3.18655,9.5,172,29,55
7-1201-4,7-1201-4-29-1-28,2020,Helfer,E,absent,W7984,28.97243991,6.6682,3.145,10.4,174,28,58
7-1201-4,7-1201-4-29-1-32,2020,Helfer,E,absent,W7984,31.18344764,6.75225,3.21375,11.6,173,31,65
7-1201-4,7-1201-4-29-1-33,2020,Helfer,E,absent,W7984,29.87135703,6.69965,3.1608,11.7,175,28,58
7-1201-4,7-1201-4-43-1-14,2020,Helfer,E,absent,W7984,30.92002439,6.63045,3.2193,10.9,170,29,44
7-1201-4,7-1201-4-47-2-19,2020,Helfer,E,absent,W7984,29.24038245,6.6655,3.0946,11,172,29,62
7-1201-4,7-1201-4-50-1-08,2020,Helfer,E,present,Opata,36.578086,6.784,3.41985,9.4,173,27,60
7-1201-4,7-1201-4-50-1-19,2020,Helfer,E,absent,W7984,29.11666667,6.7228,3.1123,10.2,174,27,58
7-1201-4,7-1201-4-78-1-01,2020,Helfer,E,present,Opata,36.0449146,6.68755,3.4333,9.8,170,27,60
7-1201-4,7-1201-4-78-2-02,2020,Helfer,E,present,Opata,36.30704933,6.81845,3.5035,11.5,169,30,60
7-1201-4,7-1201-4-78-2-05,2020,Helfer,E,present,Opata,36.20416562,6.5695,3.50175,11.6,170,31,62
7-1201-4,7-1201-4-78-2-10,2020,Helfer,E,present,Opata,34.93669267,6.6413,3.42915,11.6,169,29,62
7-1201-4,7-1201-4-78-2-15,2020,Helfer,E,present,Opata,34.96605346,6.7686,3.4101,12.2,170,29,58
7-1201-4,7-1201-4-78-2-25,2020,Helfer,E,present,Opata,37.50819721,6.83725,3.5313,11.9,171,30,58
7-1201-4,7-1201-4-78-2-33,2020,Helfer,E,present,Opata,36.8793936,6.7836,3.52705,12.3,170,29,62
7-1201-4,7-1201-4-81-1-09,2020,Helfer,E,present,Opata,39.2348089,6.9685,3.5923,11.7,171,31,58
7-1201-4,7-1201-4-81-1-19,2020,Helfer,E,present,Opata,38.17788541,6.89615,3.5242,11.4,171,25,55
7-1201-4,7-1201-4-81-1-21,2020,Helfer,E,present,Opata,38.88352011,7.11225,3.5381,10.3,171,26,55
7-1201-4,7-1201-4-81-1-28,2020,Helfer,E,present,Opata,39.9418969,6.97455,3.6156,12.6,171,29,72
7-1201-4,7-1201-4-81-1-31,2020,Helfer,E,present,Opata,39.43497035,7.06245,3.5573,11,170,30,60
7-1201-4,7-1201-4-81-1-39,2020,Helfer,E,present,Opata,40.33037074,6.94735,3.6186,11,171,29,58
7-1201-4,7-1201-4-81-1-42,2020,Helfer,E,present,Opata,37.92263742,7.02065,3.5348,11.5,171,27,60
7-1201-4,7-1201-4-81-1-43,2020,Helfer,E,present,Opata,38.33630303,7.01105,3.50515,10.8,172,28,62
7-956-2,7-956-2-12-1-16,2020,Helfer,E,present,Opata,36.58213538,6.69345,3.39845,11,173,29,55
7-956-2,7-956-2-12-1-18,2020,Helfer,E,absent,W7984,26.16757141,6.16925,3.0168,12.1,177,29,58
7-956-2,7-956-2-12-1-22-06,2020,Helfer,E,absent,Opata,32.2484663,6.45555,3.2893,11.8,175,29,65
7-956-2,7-956-2-12-1-22-08,2020,Helfer,E,present,Opata,35.2199592,6.6425,3.34885,13.8,175,31,75
7-956-2,7-956-2-12-1-22-11,2020,Helfer,E,present,Opata,35.73807822,6.75485,3.36135,11.7,176,31,72
7-956-2,7-956-2-12-1-22-12,2020,Helfer,E,present,Opata,36.1784375,6.7166,3.3449,13.6,176,30,75
7-956-2,7-956-2-12-1-22-14,2020,Helfer,E,present,Opata,33.42970151,6.6664,3.31205,11.4,177,27,60
7-956-2,7-956-2-12-1-35-08,2020,Helfer,E,absent,W7984,30.62929098,6.6466,3.18945,13.7,172,31,60
7-956-2,7-956-2-12-1-48-12,2020,Helfer,E,present,W7984,35.2836625,6.56485,3.4228,11.7,174,29,55
7-956-2,7-956-2-12-1-53-06,2020,Helfer,E,absent,Opata,32.34246245,6.4455,3.28715,14,178,31,74
7-956-2,7-956-2-12-1-53-09,2020,Helfer,E,present,Opata,36.43386481,6.7564,3.4001,11.5,180,30,75
7-956-2,7-956-2-12-1-69-02,2020,Helfer,E,present,Opata,34.63053023,6.77015,3.3764,13,174,30,55
7-956-2,7-956-2-12-1-69-03,2020,Helfer,E,present,Opata,34.70743782,6.50845,3.41865,12.5,178,30,62
7-956-2,7-956-2-12-1-69-04,2020,Helfer,E,present,Opata,36.06405093,6.62615,3.4599,11.6,177,32,70
7-956-2,7-956-2-12-1-69-07,2020,Helfer,E,present,Opata,37.29728518,6.80445,3.4697,12.5,173,34,55
7-956-2,7-956-2-12-1-69-10,2020,Helfer,E,present,Opata,36.3161501,6.70485,3.4514,11.3,174,34,55
7-956-2,7-956-2-12-1-69-12,2020,Helfer,E,present,Opata,38.53236206,6.7061,3.4848,12.5,178,31,60
7-956-2,7-956-2-12-1-69-14,2020,Helfer,E,present,Opata,38.58548074,6.8157,3.5506,13.4,174,32,62
7-956-2,7-956-2-19-1-12-01,2020,Helfer,E,present,Opata,35.81655486,6.76305,3.47775,12.4,171,27,58
7-956-2,7-956-2-19-1-12-04,2020,Helfer,E,present,Opata,36.24658241,6.7456,3.4724,12.1,171,28,58
7-956-2,7-956-2-19-1-12-06,2020,Helfer,E,present,Opata,35.31188278,6.7561,3.4417,11.7,172,30,56
7-956-2,7-956-2-19-1-12-11,2020,Helfer,E,present,Opata,35.21239547,6.68235,3.4265,11.8,172,28,60
7-956-2,7-956-2-19-1-13-04,2020,Helfer,E,present,Opata,34.60164159,6.6271,3.44555,12,171,28,54
7-956-2,7-956-2-19-1-13-05,2020,Helfer,E,present,Opata,38.08881667,6.78695,3.578,11.6,169,29,60
7-956-2,7-956-2-19-1-13-06,2020,Helfer,E,present,Opata,34.8818542,6.68865,3.41025,11.8,171,30,62
7-956-2,7-956-2-19-1-13-09,2020,Helfer,E,present,Opata,35.87961712,6.69025,3.49975,12.6,171,32,62
7-956-2,7-956-2-19-1-13-10,2020,Helfer,E,present,Opata,36.38409151,6.63585,3.5136,12.4,171,30,52
7-956-2,7-956-2-19-1-13-15,2020,Helfer,E,present,Opata,37.40283369,6.6948,3.52265,12,170,29,55
7-956-2,7-956-2-19-1-18-16,2020,Helfer,E,present,Opata,35.52551432,6.7317,3.4536,12.7,171,30,55
7-956-2,7-956-2-19-1-31-03,2020,Helfer,E,present,Opata,35.08451493,6.65385,3.43375,10.3,172,30,55
7-956-2,7-956-2-19-1-31-05,2020,Helfer,E,present,Opata,37.03467986,6.67,3.5262,11.7,171,30,58
7-956-2,7-956-2-19-1-33-01,2020,Helfer,E,present,Opata,33.67537088,6.5644,3.40805,11.4,171,30,58
7-956-2,7-956-2-19-1-33-09,2020,Helfer,E,present,Opata,36.12390781,6.69585,3.48305,12.3,171,30,62
7-956-2,7-956-2-19-1-33-11,2020,Helfer,E,present,Opata,36.10882848,6.61915,3.487,10.7,172,30,55
7-956-2,7-956-2-19-1-33-14,2020,Helfer,E,present,Opata,34.67457627,6.6567,3.40205,11.6,170,30,52
7-956-2,7-956-2-19-1-44,2020,Helfer,E,absent,W7984,27.71338222,6.36755,3.1443,12.6,171,29,56
7-956-2,7-956-2-19-1-47-01,2020,Helfer,E,present,Opata,36.08972198,6.6661,3.492,12.6,171,28,55
7-956-2,7-956-2-19-1-47-04,2020,Helfer,E,present,Opata,33.26088564,6.5526,3.39395,11.5,172,27,54
7-956-2,7-956-2-19-1-47-09,2020,Helfer,E,present,Opata,38.37530604,6.7247,3.57305,12.6,170,32,55
7-956-2,7-956-2-19-1-54,2020,Helfer,E,present,Opata,34.41715602,6.70045,3.4144,12.7,173,28,55
7-956-2,7-956-2-30-1-22-01,2020,Helfer,E,absent,W7984,31.32602324,7.16215,3.0832,12.7,171,28,58
7-956-2,7-956-2-30-1-22-02,2020,Helfer,E,absent,W7984,30.33507446,7.15335,3.0759,10.9,172,31,48
7-956-2,7-956-2-30-1-26-01,2020,Helfer,E,absent,W7984,30.00290589,7.12235,3.0447,12.2,172,30,45
7-956-2,7-956-2-30-1-26-02,2020,Helfer,E,absent,W7984,31.329147,7.18935,3.09145,11.6,172,30,40
7-956-2,7-956-2-46-1-04-01,2020,Helfer,E,absent,W7984,26.99766123,6.5384,3.03095,11.1,170,26,52
7-956-2,7-956-2-46-1-07-11,2020,Helfer,E,absent,W7984,26.24448009,6.56485,3.0076,10.9,171,26,45
7-956-2,7-956-2-46-1-07-12,2020,Helfer,E,absent,W7984,26.17841073,6.64485,2.9823,11.3,172,29,54
7-956-2,7-956-2-46-1-07-13,2020,Helfer,E,absent,W7984,27.96126247,6.73675,3.06425,10.4,170,28,48
7-956-2,7-956-2-46-1-07-15,2020,Helfer,E,absent,W7984,26.65488124,6.6615,2.98325,10.9,172,29,55
7-956-2,7-956-2-46-1-11-01,2020,Helfer,E,absent,W7984,24.09065615,6.3113,2.93,11.2,172,27,52
7-956-2,7-956-2-46-1-24-02,2020,Helfer,E,absent,W7984,25.91231455,6.4723,3.0096,10.6,170,28,45
7-956-2,7-956-2-50-1-01,2020,Helfer,E,present,Opata,38.93874181,6.89775,3.47035,11,171,27,65
7-956-2,7-956-2-50-1-05-04,2020,Helfer,E,absent,W7984,27.56646719,6.555,3.0399,12.1,173,30,55
7-956-2,7-956-2-50-1-05-05,2020,Helfer,E,absent,W7984,28.95499707,6.66555,3.0787,11.6,172,30,55
7-956-2,7-956-2-50-1-05-08,2020,Helfer,E,absent,W7984,29.61456431,6.6598,3.1035,11.9,171,31,55
7-956-2,7-956-2-50-1-23-11,2020,Helfer,E,absent,W7984,27.49270277,6.5994,3.0892,11.8,169,28,55
7-956-2,7-956-2-50-1-23-12,2020,Helfer,E,absent,W7984,28.00744382,6.38985,3.1003,11.6,171,27,55
7-956-2,7-956-2-50-1-23-13,2020,Helfer,E,absent,W7984,31.07439858,6.66625,3.1952,11.7,169,30,55
7-956-2,7-956-2-50-1-23-14,2020,Helfer,E,absent,W7984,28.47091772,6.59745,3.08615,10.5,170,29,48
7-956-2,7-956-2-50-1-23-16,2020,Helfer,E,absent,W7984,30.71819833,6.6645,3.17785,12.7,171,29,62
7-956-2,7-956-2-50-1-44-07,2020,Helfer,E,absent,W7984,31.29808489,6.9045,3.1425,11.4,174,29,60
7-956-2,7-956-2-50-1-44-08,2020,Helfer,E,absent,W7984,32.66638526,6.93165,3.2066,13.4,174,29,60
7-956-2,7-956-2-50-1-44-09,2020,Helfer,E,absent,W7984,31.59738305,6.94375,3.18755,12.3,177,26,62
7-956-2,7-956-2-50-1-44-10,2020,Helfer,E,absent,W7984,32.83610853,6.92765,3.21175,11.5,174,29,54
7-956-2,7-956-2-50-1-50,2020,Helfer,E,absent,W7984,27.87062609,6.6766,3.07325,12.5,173,31,56
7-956-2,7-956-2-50-1-54-07,2020,Helfer,E,present,Opata,37.89115385,6.78705,3.4882,11.9,171,28,60
7-956-2,7-956-2-50-1-55-02,2020,Helfer,E,absent,W7984,27.45455128,6.6145,3.04635,11.5,173,30,60
7-956-2,7-956-2-50-1-61-06,2020,Helfer,E,absent,W7984,27.9005848,6.4769,3.06255,11.9,170,29,50
7-956-2,7-956-2-50-1-61-09,2020,Helfer,E,absent,W7984,29.63654452,6.651,3.1612,12,171,28,64
7-956-2,7-956-2-89-2-17-01,2020,Helfer,E,present,Opata,37.55152727,7.03765,3.4513,11.3,171,27,56
7-956-2,7-956-2-89-2-17-02,2020,Helfer,E,present,Opata,36.54243088,7.0204,3.4221,11.7,172,28,58
7-956-2,7-956-2-89-2-22-01,2020,Helfer,E,present,Opata,40.46438127,7.3242,3.46115,10.8,169,29,55
7-956-2,7-956-2-89-2-22-02,2020,Helfer,E,present,Opata,41.2956158,7.47055,3.4946,10.5,173,28,55
7-956-2,7-956-2-9-2-03-02,2020,Helfer,E,present,Opata,39.55945493,7.08825,3.49015,10.7,173,26,35
7-956-2,7-956-2-9-2-03-05,2020,Helfer,E,present,Opata,41.37214286,7.08925,3.53845,11.7,174,31,48
7-956-2,7-956-2-9-2-07-01,2020,Helfer,E,present,Opata,32.7784137,7.0416,3.3357,10.9,173,28,55
7-956-2,7-956-2-9-2-20-01,2020,Helfer,E,present,Opata,40.56997091,7.0893,3.5499,13.6,172,31,48
7-956-2,7-956-2-9-2-21-05,2020,Helfer,E,present,Opata,42.3797178,7.14635,3.6162,11.7,174,30,45
